test,predict
193000.0,205665.5353293242
193000.0,-62763.08604795113
193500.0,249070.57071207836
194000.0,95028.77370514907
194000.0,120979.74851104245
194000.0,173343.7639930509
194990.0,284027.0422377046
195000.0,-1087.1900496277958
195000.0,77349.7214714801
195000.0,296997.31319355406
195000.0,76076.53937864676
195000.0,254511.98956208024
195000.0,253006.59224382136
195000.0,372048.4522625813
195000.0,228436.71751417872
195000.0,211715.3955809949
195000.0,161508.73218335956
195000.0,166901.84799162112
195000.0,130392.35002387594
196440.0,83634.512150391
196500.0,232415.00748518948
196700.0,215801.17877724487
197000.0,292148.74185062107
197000.0,156777.70212822314
197200.0,152402.28091218788
198000.0,156146.51122485194
198000.0,-309.4130585035309
199000.0,290233.49141173996
199000.0,245508.05937277898
199000.0,156887.50117463525
199000.0,155516.00237614196
199000.0,175123.5429417519
199000.0,265151.2190588033
199400.0,300484.90383908525
199500.0,166091.7371238172
199950.0,253187.57021823805
199950.0,341620.8808512045
199988.0,194809.46737095807
199999.0,94827.20185612887
200000.0,397652.89906751737
200000.0,164657.83430259675
200000.0,33140.33591910172
200000.0,214363.71937322896
200000.0,103231.74029030465
200000.0,360552.24752931483
200000.0,71298.58136182092
200000.0,152281.79036155343
200450.0,16385.993739821017
201000.0,242980.6507709846
202000.0,138591.38265940268
202500.0,266016.31998109166
203000.0,171960.6272965083
203700.0,414040.129058633
204000.0,113572.44448136073
204995.0,305947.3703219062
205000.0,136166.29468313977
205000.0,140064.4119848432
205000.0,360627.23253179993
205950.0,162898.16353488434
206000.0,181236.54736325145
206000.0,461213.2887435844
206000.0,215534.98348520882
207000.0,387289.4630827643
207000.0,185764.24994291645
207000.0,224780.89691656549
208000.0,111486.5205023149
208000.0,233346.41544575337
208417.0,87834.48543171585
208500.0,65181.3186518345
209000.0,117148.89257358015
209000.0,178657.04259751271
209000.0,139125.2626635749
209950.0,248200.418709076
209950.0,276294.1826843312
209977.0,263023.4039608892
209995.0,58304.62523056753
210000.0,194519.52318114787
210000.0,158936.972277347
210000.0,369504.6187762199
210000.0,290090.1006916426
210000.0,304901.9499405995
210000.0,182204.30671567656
210000.0,161286.779652616
210000.0,203816.7753056297
210000.0,190992.26224774495
210000.0,193881.6128479326
210000.0,406976.7055025762
210000.0,297878.49319492467
210000.0,249954.15545574855
210000.0,271491.38348674774
210490.0,39920.220320547
211000.0,281273.1766661592
211000.0,105802.8814197462
212000.0,235642.21632738505
212000.0,137803.87187585048
212000.0,372728.37814553734
212000.0,157066.5758553082
212700.0,340227.42141993716
213400.0,218022.22451053
213500.0,219052.10218161158
213550.0,267311.6107056793
214000.0,295886.32934020925
214950.0,228253.87110807095
214950.0,165599.7595278239
215000.0,40713.275223971345
215000.0,312305.4448359972
215000.0,95223.93728711084
215000.0,169853.94632844254
215000.0,71857.70891307201
215000.0,318565.7189165801
215000.0,212971.50122153107
215000.0,309017.66436272394
215000.0,149698.12292366475
215000.0,69493.07954552118
215000.0,152045.1136026373
215000.0,215059.89900119882
215000.0,-1837.7571723992005
215000.0,322482.15713574924
215500.0,109963.45131484605
216000.0,11689.733855358325
216000.0,63645.27471508458
216300.0,394049.1154090455
216500.0,37158.10618839506
216600.0,358450.7581261564
217000.0,271416.40007719584
217000.0,26712.143962804228
217000.0,137217.64825075772
217000.0,170553.48040218186
218000.0,26208.860769111663
218000.0,200558.68586532865
218000.0,434042.2299968032
218250.0,178983.55310672428
218250.0,175433.46995468438
218500.0,231394.51668639667
219000.0,160435.7868587291
219500.0,262473.263894639
219950.0,227675.4505437417
219950.0,106162.52262649313
219950.0,79214.84157447238
219950.0,276446.3133084439
220000.0,248426.93907891773
220000.0,196608.54453452956
220000.0,131221.02299212012
220000.0,291173.50159866735
220000.0,193588.5192722287
220000.0,189374.81744471472
220000.0,269661.93540638685
220000.0,75942.53883108776
220000.0,381349.0152571248
220000.0,283186.4869865943
220000.0,126875.65523008164
220500.0,164704.2986734854
221000.0,116407.11566638295
221000.0,333635.64797792025
222000.0,144448.60282984842
222400.0,109498.23619165923
222500.0,59132.45968469512
223000.0,246895.34882128425
223000.0,222977.7293650275
223000.0,118170.89622097462
223000.0,171917.6390861096
224000.0,294898.30743821245
224000.0,-31548.585255878046
224500.0,99622.28323969804
224950.0,373585.40769434255
224975.0,-16603.65078238398
225000.0,485094.55850885063
225000.0,108604.3235415509
225000.0,214816.42640203796
225000.0,197978.4414687846
225000.0,254674.47681240458
225000.0,155988.03516443074
225000.0,208983.8479475733
225000.0,298554.7486368567
225000.0,325076.47972335573
225000.0,43131.85205276497
225000.0,298354.40961473994
225000.0,311106.19412764534
225000.0,75794.12929360848
225000.0,264129.04109863006
225000.0,268711.7591405902
225000.0,213618.65793177485
225000.0,248728.72605849337
225000.0,203694.26214173157
225000.0,295750.5606534304
225205.0,45277.737381665036
225500.0,199039.56540779304
225500.0,314621.40827057604
227000.0,430843.4650792107
227000.0,170464.69878005516
227000.0,425379.3815099299
227490.0,359177.0816554846
228000.0,359989.57323290035
228800.0,206577.42323308904
229000.0,280676.19375780877
229000.0,263484.2647524951
229000.0,366994.2296037404
229000.0,291211.3704618467
229800.0,297204.1637749765
229900.0,249666.76564944442
229900.0,142070.9160673432
229950.0,304188.99788918905
229950.0,216583.6518252939
229950.0,222569.26418133546
230000.0,402272.72373908106
230000.0,195004.97366194613
230000.0,23683.61298253294
230000.0,198831.8698822111
230000.0,200019.78197873756
230000.0,140499.08660742082
230000.0,232086.1934065437
230000.0,387235.1648750091
230000.0,264586.7641251283
230000.0,179351.9717747541
230000.0,155558.67589993775
230000.0,319721.2100853408
230000.0,263591.79143280815
230000.0,191231.1623387076
230000.0,179256.95951219928
230000.0,227788.9627654394
230000.0,218656.9607609911
230000.0,102977.35912465025
230000.0,211254.27920077834
230000.0,180150.58184306137
231000.0,385707.8817477524
231000.0,229592.401188639
231500.0,211764.04083874915
231500.0,297783.8427062994
232000.0,115931.78551771771
232900.0,112352.18881329801
233000.0,400903.7579403743
233000.0,151318.8971037846
233000.0,259049.5449298136
234000.0,181509.02887399588
234000.0,167747.99120156188
234000.0,154521.0846714815
234000.0,242404.10081865173
234950.0,374158.71550724097
235000.0,244704.39751092065
235000.0,263471.7276021624
235000.0,241865.41073593404
235000.0,358312.7760390779
235000.0,95550.10686693154
235000.0,299835.6446473468
235000.0,198277.51961799152
235000.0,166437.09951709304
235000.0,253463.43060441595
235000.0,164593.4861122351
235000.0,143546.24611260276
235000.0,92940.27273176052
235000.0,161930.10367979296
235000.0,277951.36870190967
235000.0,263271.60913889296
235000.0,563172.0840578005
235000.0,228305.89702322707
235000.0,228575.1921922518
237000.0,416386.0573265385
237000.0,163417.65596948098
237000.0,273078.09017980285
237000.0,266755.2508994816
237500.0,256326.06246167608
237950.0,232759.50075737946
238000.0,232273.3861372061
238000.0,232881.72868503258
239000.0,163527.6519108247
239000.0,151487.65616219677
239000.0,165458.9242932871
239000.0,364229.0317944689
239000.0,118020.78694546688
239000.0,258470.3829820305
239000.0,107859.29762060847
239000.0,210802.36421985645
239000.0,191025.8452831898
239900.0,192215.44152900856
239950.0,216490.218121727
239950.0,171811.67032920942
239950.0,248999.3566457443
240000.0,224688.09171348438
240000.0,181063.49487679172
240000.0,221591.3023530785
240000.0,143005.6796567822
240000.0,215585.58505684324
240000.0,337158.0550556518
240000.0,340660.27420508955
240000.0,282243.7918213317
240000.0,262743.87862703577
240000.0,183429.820294708
240000.0,239675.5027421713
240000.0,248968.09859712794
240000.0,250507.95674691163
240000.0,295314.2207696531
240415.0,123039.01659335848
240500.0,314241.94290810544
240500.0,170993.23741957638
241000.0,310971.2871082332
241000.0,256500.06921433657
241400.0,170448.9005625965
242000.0,332242.3795697056
242500.0,201027.0051734699
243500.0,186748.52413707506
243500.0,176873.60512825754
244000.0,61455.00302065909
244000.0,245844.67810057104
244950.0,331272.3793147495
245000.0,174495.1780192461
245000.0,197512.8964236183
245000.0,467728.74761952274
245000.0,144074.22144371178
245000.0,393334.7364927614
245000.0,212023.98392131552
245000.0,265914.01580543537
245000.0,252364.40195028204
245000.0,166200.124785495
245000.0,329318.7327891523
245000.0,492002.6844075965
245000.0,298547.60621656105
245000.0,281033.06758976076
245000.0,239633.54152072966
245000.0,540511.6836312842
245000.0,185279.14284534846
245000.0,92351.76423553564
245000.0,331790.8695561951
245000.0,364183.6716743214
245000.0,224565.57890364248
245100.0,81391.88824701682
246000.0,370445.85086457524
246500.0,55919.470607033
246900.0,268538.99834516365
247000.0,-56751.994321404956
247000.0,250287.94248376042
247200.0,476395.2786478251
247300.0,221758.01068588533
247500.0,236212.28561054822
247500.0,306482.1791561516
248000.0,67551.13985440508
248000.0,108694.11035440303
248000.0,242306.14969899505
248500.0,192636.07282903232
248500.0,328165.76781128533
249000.0,148612.9731388716
249000.0,150031.56554680504
249000.0,227144.55648695678
249000.0,202959.5968699092
249500.0,144839.29638410546
249900.0,282853.0661969278
249900.0,123544.11302786786
249950.0,199986.55634556152
250000.0,341493.3321761321
250000.0,294577.53728910815
250000.0,244496.40873599797
250000.0,322147.6009553941
250000.0,171979.64653076697
250000.0,115680.09616058972
250000.0,363459.27487210836
250000.0,108592.92847843375
250000.0,481831.4823329495
250000.0,325863.28415668197
250000.0,194069.47399687022
250000.0,118160.54754674155
250000.0,253510.94100767095
250000.0,24302.493897252716
250000.0,372791.0409938544
250000.0,233493.33648318984
250000.0,112742.67404760141
250000.0,321663.0349667799
250000.0,344984.940541639
250275.0,135019.4600456003
251000.0,79986.7005838342
251000.0,196832.3936047079
251000.0,148721.1908734599
252000.0,323009.6960053118
252000.0,167792.1973190233
252000.0,228740.5674183676
252000.0,280799.24308552686
252000.0,439121.59868071694
252500.0,191968.9290754879
253000.0,188771.13272230513
253400.0,308255.8476676475
254000.0,142107.52209098078
254000.0,380423.89850087743
254000.0,349909.4598720344
254600.0,225991.14068020415
254950.0,316275.6190863205
255000.0,194839.98277515545
255000.0,148173.82729268633
255000.0,-8705.307200974785
255000.0,518686.25177660584
255000.0,201897.09868136887
255000.0,355309.21742618177
255000.0,296491.8948928416
255000.0,256102.9227793431
255000.0,235306.75740688946
255000.0,290188.0600611968
255000.0,254944.61030463688
255000.0,90250.62945319247
255000.0,218793.0680829333
255000.0,229951.13935882878
255000.0,333833.06537917256
255000.0,333761.82739757
255000.0,81795.6362251034
255000.0,477961.87719258666
256000.0,344208.2364314655
257000.0,225721.12045659032
257000.0,577941.8669763096
257000.0,303583.9724742435
257000.0,194289.0663201306
257000.0,387728.10702965595
257000.0,109950.67700534314
257200.0,356886.9926647218
257950.0,115640.7814487787
258000.0,188025.52238622867
258000.0,243415.85548125766
258500.0,323710.9779256834
258800.0,313321.5845638262
259000.0,312784.50286112446
259000.0,66559.41574427485
259000.0,698092.612225743
259000.0,299933.9020107249
259000.0,268328.9247745015
259500.0,279415.0395742217
259500.0,92936.92989568505
259875.0,204733.97439180315
259900.0,410305.23856432736
259950.0,155096.65054345317
260000.0,190438.02967106085
260000.0,212515.24677810073
260000.0,307808.98606849555
260000.0,224567.8616250027
260000.0,528346.8091606684
260000.0,134414.90640235879
260000.0,159673.56351312343
260000.0,271094.8368508741
260000.0,341473.7908358183
260000.0,152284.9275370231
260000.0,392346.76002044976
260000.0,244280.9588638451
260000.0,192557.23704475816
260000.0,293628.2651856197
260000.0,335981.9969354635
260000.0,387908.6143330382
260000.0,168143.3899377091
260000.0,328073.80139667913
260000.0,138070.91403790005
260000.0,176788.95380413812
260000.0,248909.68199818674
260000.0,329297.99759758264
260000.0,528454.1696564481
260000.0,299190.85746888537
260000.0,334977.5348292226
260000.0,352378.7103004344
260000.0,416738.9828426391
260250.0,164115.26303845178
261000.0,167000.54444715288
261500.0,250337.777592415
261500.0,487888.8064350588
262000.0,313379.1835254552
262500.0,262378.2633026093
262500.0,321453.4000135157
262500.0,169950.943406553
263000.0,365079.77191814315
263000.0,246285.44414260145
263000.0,161085.38751787692
263000.0,291230.83270094544
263500.0,268487.3241806263
263700.0,351396.754002098
263900.0,227478.81414746027
264000.0,276891.52172540594
264950.0,257978.8749182094
265000.0,265739.24068429135
265000.0,336725.5775074847
265000.0,310822.59777739644
265000.0,295127.04300279636
265000.0,219412.30802195985
265000.0,188551.84973067883
265000.0,386541.86822459474
265000.0,310894.85563810356
265000.0,291254.7163856961
265000.0,368789.37370079476
265000.0,410862.34793302417
265000.0,207437.1501794327
265000.0,261294.38095998857
265000.0,341344.85929596424
265000.0,179546.912675648
265000.0,506932.70893432293
265000.0,172076.49725636002
265000.0,46848.678205204196
265000.0,273449.7917414019
265050.0,150831.13778296113
265953.0,196874.45925021637
267000.0,344942.6240702616
267000.0,170628.3470491981
267000.0,235553.97632048558
267500.0,217891.1246891981
267500.0,360530.43354540784
267500.0,303211.8621602375
267800.0,267864.2536356412
268000.0,233769.74678890593
268000.0,219339.31827421766
268000.0,277791.0148506388
268000.0,359915.57792105246
268000.0,333621.1507125795
268450.0,356990.644872752
268500.0,310893.89512091596
269000.0,253568.69841324072
269000.0,199568.8006184306
269000.0,378677.9244342856
269000.0,350957.50071955007
269000.0,151001.7522391947
269000.0,181658.29405206908
269900.0,364359.6655108873
269900.0,97641.81446882617
269950.0,343576.43308543507
269950.0,219122.06897105556
269950.0,165567.659290147
270000.0,307451.8644779343
270000.0,290925.51593726967
270000.0,308619.958671961
270000.0,302697.4962482201
270000.0,242536.02884090412
270000.0,596619.2663296545
270000.0,411952.480688544
270000.0,703602.0947591532
270000.0,387511.9306501094
270000.0,564131.2816011328
270000.0,218311.30247520003
270000.0,262173.8913340457
270000.0,440247.9703892935
270000.0,269197.4092552401
270000.0,352971.577887862
270000.0,235972.06230609305
270500.0,381761.26600034535
271500.0,275395.6687333407
271500.0,342536.3901795624
271675.0,296854.640146872
271900.0,223449.77505472116
272000.0,405764.3645754559
272000.0,170346.83072314877
272000.0,286756.8410102464
272000.0,120088.0977024259
272000.0,332268.4559280807
272000.0,190310.70101538207
272000.0,362834.53078300506
272750.0,302752.95186083764
272925.0,506855.3148548417
273000.0,319813.70508562867
273000.0,262508.13410671055
273000.0,45214.09109061491
273500.0,453506.190374488
274000.0,542607.2723374153
274250.0,104583.53201781958
274900.0,209198.1435410604
274950.0,208694.73183059692
274950.0,369640.3380900584
275000.0,346072.8513708282
275000.0,417945.31179606635
275000.0,203080.07207147125
275000.0,343360.4004185619
275000.0,355240.24378185347
275000.0,478389.3041564422
275000.0,169665.54379877076
275000.0,253745.11978280637
275000.0,165242.08747816738
275000.0,228829.69773355592
275000.0,261148.47490582243
275000.0,340732.8931087926
275000.0,278409.6151674632
275000.0,306410.5849572737
275000.0,318752.2726355223
275000.0,151857.96441274788
275000.0,290474.5477435272
275000.0,460443.7804118097
275000.0,251873.60806456488
275000.0,330502.07339866925
275000.0,152990.87311252765
275000.0,384900.43866752274
275000.0,471247.80202750117
275000.0,289459.0408217283
275400.0,368084.32630772237
275500.0,335555.24876877945
276000.0,550852.0877593812
277000.0,257187.70526421908
277000.0,294892.6672480395
277950.0,344246.53341340646
278000.0,538417.2295715474
278000.0,267279.11759692617
278226.0,377504.4654531488
278500.0,175057.5527344402
278500.0,183828.07293280866
278750.0,354959.14272697363
278800.0,524836.0527075343
279000.0,216823.6818160899
279000.0,105078.8130856147
279000.0,314933.4492815472
279000.0,370811.6413945453
279000.0,333077.15872807894
279475.0,66411.0040765088
279500.0,277425.40060445014
279500.0,167194.90606779698
279900.0,534763.7469981415
279950.0,575141.8133154307
280000.0,272478.94818019867
280000.0,315447.8649670305
280000.0,249002.73646059912
280000.0,524255.8043909874
280000.0,354172.06978977006
280000.0,170774.09614214767
280000.0,142729.87134457473
280000.0,221188.06746405642
280000.0,243526.67667596415
280000.0,258277.27179341763
280000.0,335030.3425851688
280000.0,239033.85127264448
280000.0,353535.56283138134
280000.0,125547.84849507827
280000.0,283811.793182645
280000.0,261110.01544195507
280000.0,354127.60443835333
280500.0,303764.9569279384
280950.0,593071.5046288576
281000.0,303009.2369153043
281000.0,100787.58504004963
282000.0,553647.1981277978
282000.0,224711.8129799962
282000.0,328257.80349528417
282000.0,435584.7764598001
282000.0,369079.0400804281
283000.0,443002.41417630296
283000.0,404657.6029641982
283200.0,440054.8957149545
283450.0,403414.416730389
283500.0,467108.171658773
283500.0,208663.83760062512
283748.0,314488.6318511395
284000.0,285220.5815760158
284950.0,253755.43932511192
284950.0,249770.98309597
285000.0,160192.43653576355
285000.0,278054.91206471995
285000.0,477089.5614499673
285000.0,280913.09515227936
285000.0,229453.77303762175
285000.0,559779.1273228833
285000.0,177222.22301932704
285000.0,325430.4132141974
285000.0,426830.5281387046
285000.0,462151.96833013464
285000.0,264544.57085521333
285000.0,632252.7815789357
285000.0,391270.0991116399
285900.0,292366.1930240663
286000.0,274983.63752019964
286000.0,217575.8940129541
286308.0,332467.51816318
286900.0,269896.18247496244
286950.0,137900.45275295153
287000.0,127549.1945629539
287000.0,234589.9858206492
287000.0,332254.3247017078
287000.0,389028.3008852862
287500.0,445917.2998470366
287500.0,463554.4527598033
288000.0,308631.5879083313
288000.0,153280.61367411166
288000.0,374759.12516465876
288400.0,328429.5017384002
288790.0,188792.09973456524
289000.0,226496.28450585715
289000.0,103468.81244043354
289000.0,343698.36368329544
289200.0,451442.34990926087
289275.0,805670.7583056632
289500.0,110266.31993964966
289571.0,240054.5985774994
289950.0,396604.8352139173
289950.0,223149.8084362112
290000.0,271301.8978480492
290000.0,228220.66101207025
290000.0,182279.2101513818
290000.0,275926.1576505145
290000.0,263158.7185757449
290000.0,296971.0907254815
290000.0,707711.6086984323
290000.0,433377.10822395235
290000.0,226635.53982007597
290000.0,287108.9938815767
290000.0,551644.5436039204
290000.0,463880.28267730214
290000.0,267250.9421327822
290000.0,476005.72581206635
290000.0,331851.3770698281
290000.0,99783.93656382244
290000.0,442046.9695820492
290000.0,521033.04670806415
290000.0,332671.94755261764
290000.0,376646.63499365747
291000.0,392911.86168896686
292000.0,412390.65545248333
292000.0,383136.4551314851
292000.0,389756.1526244888
292000.0,382158.76847060956
292000.0,180503.25914204307
292500.0,311261.5806618761
292500.0,201881.89695577696
293000.0,197139.88558477908
293000.0,126613.74424904492
293550.0,335748.44229695667
294000.0,478316.2747061355
294000.0,171675.01899892557
294350.0,299574.1665060362
294950.0,302340.20827995986
294950.0,394396.1903859861
294950.0,358633.5003256984
294999.0,215161.34702922963
295000.0,214215.65300586354
295000.0,197538.7318695616
295000.0,242195.96697360184
295000.0,295214.04160986
295000.0,287615.08434901945
295000.0,402160.51065092254
295000.0,361550.91875586193
295000.0,462983.9467474362
295000.0,581745.1342627555
295000.0,201000.04717746843
295000.0,288634.05012615863
295000.0,367285.6215514103
295000.0,320102.66813056916
295000.0,188203.41448144894
295950.0,463158.2148056561
296000.0,226507.19865728263
296500.0,312892.2394398041
297000.0,137352.12092077453
297000.0,376924.9095504554
297975.0,565157.3461445859
298000.0,315525.91449113283
298500.0,414788.2655680161
298950.0,457853.48576692864
299000.0,390754.471194488
299000.0,303860.84356221557
299000.0,483044.5822057994
299000.0,294880.7749150293
299000.0,196765.99903566856
299000.0,491496.86543915514
299000.0,255985.7327393219
299000.0,314727.82393579185
299000.0,374529.6419999851
299000.0,465478.05352582317
299000.0,418924.6352297701
299000.0,537570.4429844469
299000.0,349887.8647556836
299500.0,231230.55321251974
299950.0,219123.24803119246
299950.0,174778.6100215204
299950.0,365337.8622002229
299950.0,363662.75706177764
299990.0,366116.0749482298
299990.0,403951.8687106157
300000.0,343954.25190280005
300000.0,268972.8534430424
300000.0,281213.08316718414
300000.0,529748.0531140435
300000.0,613363.8384610172
300000.0,267541.18999829516
300000.0,439491.63931213133
300000.0,323890.7659732662
300000.0,352714.82984646596
300000.0,360788.07750012074
300000.0,359002.99956618994
300000.0,285693.7519216696
300000.0,220977.39340290055
300000.0,443530.2733697854
300000.0,326504.7470423095
300000.0,419298.1153175151
300000.0,404398.27563082613
300000.0,318284.07537826337
300000.0,347901.028521887
300000.0,196257.88018077705
300000.0,119564.5098978309
300000.0,381170.3419735329
300000.0,457131.7654312961
300499.0,329024.99685351737
301000.0,412616.7963675242
301350.0,441792.6181183504
302000.0,429600.03383652586
302000.0,245363.4917427022
302000.0,390615.98903184105
302000.0,696433.611613607
302000.0,572836.8831293704
302000.0,257557.18341261614
302000.0,243167.3100010231
302000.0,313778.57309155446
302200.0,288062.2513501048
302495.0,471953.02985655423
302500.0,375031.21702590864
303000.0,439989.4177238969
303000.0,156834.93798553105
304000.0,415411.42430788465
304000.0,346796.44547865633
304000.0,341019.2964570997
304500.0,386961.55415159743
305000.0,261386.4260258032
305000.0,195529.59983455855
305000.0,241687.34930421133
305000.0,168253.28069025
305000.0,351635.2417172417
305000.0,418273.261205798
305000.0,266039.7968909964
305000.0,347311.41214550566
305000.0,277269.0521191731
305000.0,330023.3759445511
305000.0,111260.53711044788
305000.0,373714.7179833539
305000.0,269151.6758131189
305000.0,179784.56831165217
305000.0,357031.07769761607
305500.0,317238.02497202624
306000.0,313107.66793809086
306000.0,331072.07319460437
306000.0,279390.0591779882
306000.0,419652.39752056915
306000.0,278677.1596130291
306000.0,430130.1088694576
307000.0,393478.4834067207
307000.0,344571.16169004235
307000.0,312611.2791793607
307000.0,314695.3493556427
307300.0,425646.0793478284
307500.0,333057.17932949774
308000.0,319567.4265617654
308000.0,468385.19588587526
308000.0,220822.22287454922
308900.0,372029.5016961107
308950.0,262265.8163497476
309000.0,228071.19879525062
309950.0,326805.4557800349
309950.0,273999.3244438246
309950.0,301597.4690946527
310000.0,345259.03742169216
310000.0,187481.6232389817
310000.0,339851.10021606646
310000.0,319892.3294104999
310000.0,344147.32383311354
310000.0,227913.71105904132
310000.0,396471.85973700974
310000.0,708791.0847993139
310000.0,282728.30610838346
310000.0,197203.29229721148
310000.0,421380.4326032093
310000.0,645085.19493654
310000.0,36209.03037222009
310000.0,103597.72661074158
310000.0,413908.58691954333
310000.0,268001.6552294763
310000.0,510930.1140461294
310000.0,294919.63091399614
310000.0,292000.35822927486
310000.0,473651.7588445358
310000.0,595604.1820769403
310000.0,257380.73899968527
310000.0,610091.4127669968
310000.0,608090.8747978369
311000.0,350237.0543066608
311000.0,236463.93749551382
311000.0,374455.76011863723
311100.0,386362.13291893713
312000.0,334784.4021749459
312000.0,182640.13934399374
312000.0,530256.2150910301
312000.0,473037.2754020598
312000.0,522809.74143803027
312500.0,392158.1946931174
312620.0,166038.9201719556
313000.0,262676.2157382779
313000.0,294318.1381897144
313000.0,377762.60395234264
313100.0,368745.18456172943
313500.0,202463.8910346441
314000.0,244446.60499990266
314000.0,222656.43113062438
314000.0,157669.93506504968
314000.0,342374.98855276406
314200.0,266432.43387457356
314500.0,503990.85478163697
314500.0,296893.6284491243
315000.0,282689.9083692562
315000.0,413467.178810182
315000.0,523833.7195605356
315000.0,357492.8554882156
315000.0,319249.9521142412
315000.0,407756.5374569632
315000.0,426288.7527677845
315000.0,540329.100749366
315000.0,660898.800418051
315000.0,213406.1268242225
315000.0,387703.38042797893
315000.0,259312.0808753213
315000.0,22473.373978260905
315000.0,363458.84548633546
315000.0,410785.15271277353
315000.0,542258.79053107
315000.0,493669.08921021596
315000.0,354622.31298036035
315000.0,446109.7646182366
315000.0,426248.3548888508
315000.0,549835.7772408612
315000.0,319765.0711236717
315000.0,129213.43816283345
315275.0,448649.2001725966
316000.0,420106.79043761827
316000.0,313185.0580348857
316500.0,251917.18993287347
317000.0,190086.6614361368
317000.0,303384.07360063866
317000.0,331763.9279989796
317000.0,561460.3752212962
317000.0,420205.23240769096
317500.0,367865.5986778699
317500.0,395496.5403721249
317500.0,384740.9126383383
317625.0,738812.6344302436
317750.0,249641.06189781148
318000.0,362369.7970334813
318000.0,472457.44195973873
318000.0,323960.4546232559
318500.0,254765.72405831423
